"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment"
"FC","2019-04-20","88.4","-2.6751","5.5051","Eduardo Escobar",500871,506433,"strikeout","swinging_strike_blocked",,,,,14,"Eduardo Escobar strikes out swinging, catcher Willson Contreras to first baseman Anthony Rizzo.  ","R","L","R","CHC","ARI","S",2,"null",2,2,2019,"0.7046","0.1026","1.1118","1.6682","null",571974,"null",2,2,"Top","null","null",,,575929,,"190420_185847","7.7233","-128.5351","-3.4867","6.2281","24.9076","-30.5958","3.2400","1.5100","null","null","null","87.9470","null","5.9020",565131,506433,575929,519203,518614,592178,595879,656941,518792,450314,"54.5971","null","null","0.00",1,0,0,"null",15,"8","Cutter",0,3,3,0,3,0,3,0,"Standard","Standard"
"FF","2019-04-20","92.7","-2.5996","5.5345","Eduardo Escobar",500871,506433,"home_run","hit_into_play_score",,,,,2,"Eduardo Escobar homers (2) on a fly ball to right field.  ","R","L","R","CHC","ARI","X","null","fly_ball",2,0,2019,"-0.2653","1.4132","-0.1367","2.8342","null","null","null",1,1,"Top","214.42","61.11",,,575929,,"190420_182352","6.8761","-134.9409","-4.2386","-4.6209","26.7474","-14.1802","3.2400","1.5100","385","104.1","33.3","93.1060","2495","6.3110",565131,506433,575929,519203,518614,592178,595879,656941,518792,450314,"54.1883","0.790","1.520","2.00",1,0,3,6,2,"3","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"SI","2019-04-19","90.0","-3.2164","3.9271","Eduardo Escobar",500871,518553,"field_out","hit_into_play",,,,,8,"Eduardo Escobar grounds out, second baseman David Bote to first baseman Anthony Rizzo.  ","R","L","R","CHC","ARI","X",4,"ground_ball",2,0,2019,"-1.4752","0.3893","-0.2276","1.8462","null","null",527038,2,8,"Top","148.66","157.97",,,575929,,"190419_212333","10.9944","-131.0599","-0.1651","-19.9624","22.5817","-27.4967","3.3200","1.5400","25","100.8","-2.2","93.1020","2323","7.6780",565130,518553,575929,519203,623520,592178,595879,656941,546991,518792,"52.8216","0.385","0.352","0.00",1,0,0,2,68,"3","Sinker",5,0,0,5,0,5,0,5,"Standard","Strategic"
"SI","2019-04-19","87.5","-2.2140","6.0813","Eduardo Escobar",500871,543294,"strikeout","called_strike",,,,,9,"Eduardo Escobar called out on strikes.  ","R","L","R","CHC","ARI","S",2,"null",2,2,2019,"-1.3643","1.1752","0.6532","1.7059","null","null","null",0,4,"Top","null","null",,,575929,,"190419_194455","9.4473","-126.7282","-6.5459","-16.2403","27.2952","-18.8007","3.1697","1.4638","null","null","null","85.6400","2070","5.4760",565130,543294,575929,519203,518614,623520,595879,656941,518792,592178,"55.0234","null","null","0.00",1,0,0,"null",29,"5","Sinker",2,0,0,2,0,2,0,2,"Standard","Standard"
"FF","2019-04-18","93.8","-1.5238","5.3294","Eduardo Escobar",500871,595465,"single","hit_into_play_no_out",,,,,1,"Eduardo Escobar singles on a sharp line drive to right fielder Nick Markakis.   Tim Locastro to 2nd.  ","R","L","R","ATL","ARI","X",9,"line_drive",1,1,2019,"-0.6064","1.3914","-0.4688","2.9908","null","null",641796,1,6,"Top","172.50","102.18",,,452095,,"190418_181014","4.0283","-136.4611","-3.3548","-8.3618","28.9847","-14.4613","3.2600","1.5100","168","99.6","10.7","93.4470","2609","6.0160",567169,595465,452095,518692,645277,622666,621020,660670,542255,455976,"54.4836","0.892","0.829","0.90",1,1,0,4,47,"3","4-Seam Fastball",0,1,1,0,1,0,1,0,"Infield shift","Standard"
"CU","2019-04-17","77.2","2.0764","5.8463","Eduardo Escobar",500871,592145,"field_out","hit_into_play",,,,,11,"Eduardo Escobar lines out to center fielder Ender Inciarte.  ","R","R","L","ATL","ARI","X",8,"line_drive",1,2,2019,"-1.0473","-1.3451","-0.1667","3.4769","null",641796,502481,1,10,"Top","125.51","88.25",,,435263,,"190418_023301","-2.8721","-111.9352","4.3227","-7.8789","22.6289","-44.2047","2.9411","1.3775","264","81.7","23.4","75.4060","2634","5.4510",567168,592145,435263,518692,645277,518626,621020,660670,542255,455976,"55.0489","0.428","0.403","0.00",1,0,0,4,75,"4","Curveball",2,2,2,2,2,2,2,2,"Standard","Standard"
"FF","2019-04-17","91.7","-2.2767","5.8057","Eduardo Escobar",500871,641149,"strikeout","swinging_strike",,,,,11,"Eduardo Escobar strikes out swinging.  ","R","L","R","ATL","ARI","S",2,"null",1,2,2019,"-0.9368","1.2834","-0.6150","3.5531","null",502481,"null",2,8,"Top","null","null",,,435263,,"190418_015042","6.2183","-133.4612","-2.6122","-12.4953","28.2251","-16.5194","3.1411","1.4221","null","null","null","91.7690","2221","6.2820",567168,641149,435263,518692,645277,518626,621020,660670,542255,455976,"54.2177","null","null","0.00",1,0,0,"null",58,"4","4-Seam Fastball",2,2,2,2,2,2,2,2,"Standard","Standard"
"FF","2019-04-17","97.5","-2.5425","5.8606","Eduardo Escobar",500871,592332,"strikeout","swinging_strike",,,,,12,"Eduardo Escobar strikes out swinging.  ","R","L","R","ATL","ARI","S",2,"null",0,2,2019,"-0.8449","1.6097","0.2038","3.3132","null","null","null",2,6,"Top","null","null",,,435263,,"190418_005334","9.2521","-141.6779","-4.9813","-13.3231","30.7657","-9.7537","3.1599","1.5321","null","null","null","97.2050","2379","6.0890",567168,592332,435263,518692,645277,518626,621020,660670,542255,455976,"54.4108","null","null","0.00",1,0,0,"null",39,"3","4-Seam Fastball",2,1,1,2,1,2,1,2,"Standard","Standard"
"FS","2019-04-17","83.1","-2.8070","5.7442","Eduardo Escobar",500871,592332,"field_out","hit_into_play",,,,,7,"Eduardo Escobar grounds out, second baseman Ozzie Albies to first baseman Freddie Freeman.  ","R","L","R","ATL","ARI","X",4,"ground_ball",1,1,2019,"-1.5344","0.0899","-0.8060","1.5440","null","null","null",0,4,"Top","160.68","137.07",,,435263,,"190418_001921","7.4315","-120.6209","-3.2291","-16.1406","24.6938","-30.9136","3.0165","1.4187","112","88.5","8.2","81.9390","1512","5.7660",567168,592332,435263,518692,645277,518626,621020,660670,542255,455976,"54.7339","0.520","0.475","0.00",1,0,0,4,24,"3","Split Finger",2,0,0,2,0,2,0,2,"Infield shift","Standard"
"FS","2019-04-17","83.7","-2.9016","5.7905","Eduardo Escobar",500871,592332,"field_out","hit_into_play",,,,,13,"Eduardo Escobar grounds out, first baseman Freddie Freeman to pitcher Kevin Gausman.  ","R","L","R","ATL","ARI","X",3,"ground_ball",2,2,2019,"-1.2528","0.1445","-1.0580","2.1911","null","null","null",1,1,"Top","154.33","155.48",,,435263,,"190417_232500","6.6366","-121.7415","-2.2284","-13.5363","20.8125","-30.5670","3.1019","1.4099","5","71.7","-28.5","83.5910","1419","5.9550",567168,592332,435263,518692,645277,518626,621020,660670,542255,455976,"54.5450","0.045","0.040","0.00",1,0,0,2,2,"5","Split Finger",0,0,0,0,0,0,0,0,"Strategic","Standard"
"CH","2019-04-16","88.9","-1.7258","5.8304","Eduardo Escobar",500871,641438,"field_out","hit_into_play",,,,,1,"Eduardo Escobar grounds out to first baseman Freddie Freeman.   Ketel Marte to 2nd.  ","R","L","R","ATL","ARI","X",3,"ground_ball",2,2,2019,"-0.7500","0.5249","-0.4305","2.8534","null","null",606466,1,8,"Top","145.85","168.80",,,452095,,"190417_022035","4.7018","-129.4347","-2.4163","-9.2646","23.1971","-26.0450","3.1800","1.5100","9","87.6","-19.3","89.0390","1331","6.0310",567167,641438,452095,518692,645277,518626,621020,660670,542255,622666,"54.4687","0.098","0.103","0.00",1,0,0,2,72,"5","Changeup",6,6,6,6,6,6,6,6,"Standard","Standard"
"FF","2019-04-16","93.9","1.9633","6.0627","Eduardo Escobar",500871,592145,"single","hit_into_play_score",,,,,6,"Eduardo Escobar singles on a line drive to right fielder Johan Camargo.   Tim Locastro scores.    Adam Jones scores.    Ketel Marte to 3rd.  ","R","R","L","ATL","ARI","X",9,"line_drive",3,2,2019,"0.2289","0.8719","0.3123","2.3587",641796,430945,606466,0,7,"Top","160.67","103.00",,,452095,,"190417_013839","-4.7875","-136.7463","-5.8530","3.8616","27.8408","-20.1839","3.1800","1.5100","244","93.3","13.1","94.3610","2566","6.3440",567167,592145,452095,518692,645277,518626,621020,660670,542255,622666,"54.1552","0.950","0.918","0.90",1,1,0,4,58,"6","4-Seam Fastball",5,2,2,5,2,5,2,5,"Standard","Standard"
"FF","2019-04-16","93.7","1.5500","5.8463","Eduardo Escobar",500871,608331,"single","hit_into_play_no_out",,,,,6,"Eduardo Escobar singles on a ground ball to right fielder Johan Camargo.  ","R","R","L","ATL","ARI","X",9,"ground_ball",3,2,2019,"0.0254","0.8182","0.3830","2.5628","null","null","null",0,4,"Top","184.01","100.97",,,452095,,"190417_001521","-3.0697","-136.4935","-4.6448","0.8827","25.0335","-21.1949","3.1800","1.5100","90","99.9","2.7","94.3430","2125","6.2370",567167,608331,452095,518692,645277,518626,621020,660670,542255,622666,"54.2625","0.540","0.510","0.90",1,1,0,4,23,"7","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"FF","2019-04-16","95.7","1.3417","6.0718","Eduardo Escobar",500871,608331,"strikeout","swinging_strike",,,,,12,"Eduardo Escobar strikes out swinging.  ","R","R","L","ATL","ARI","S",2,"null",2,2,2019,"0.2615","0.7827","0.0905","3.6144","null","null","null",2,1,"Top","null","null",,,452095,,"190416_232732","-3.8896","-139.3890","-2.6980","4.2022","27.7818","-21.5719","3.1800","1.5100","null","null","null","96.2020","2014","6.2730",567167,608331,452095,518692,645277,518626,621020,660670,542255,622666,"54.2263","null","null","0.00",1,0,0,"null",3,"6","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"SL","2019-04-14","81.8","-1.1959","6.1448","Eduardo Escobar",500871,605538,"strikeout","swinging_strike_blocked",,,,,14,"Eduardo Escobar strikes out swinging.  ","R","L","R","ARI","SD","S",2,"null",1,2,2019,"1.1464","-0.7020","0.3537","0.7190","null",430945,"null",2,7,"Bot","null","null",,,642336,,"190414_222655","1.3323","-118.8919","-4.2432","10.2328","24.1351","-38.0188","3.3010","1.5040","null","null","null","80.3310","null","5.4780",564841,605538,642336,543333,435079,649966,665487,592669,622534,614177,"55.0216","null","null","0.00",1,0,0,"null",56,"4","Slider",7,2,7,2,2,7,7,2,"Standard","Standard"
"FF","2019-04-14","94.2","-1.0060","6.4072","Eduardo Escobar",500871,605538,"field_out","hit_into_play",,,,,3,"Eduardo Escobar flies out to left fielder Hunter Renfroe.  ","R","L","R","ARI","SD","X",7,"fly_ball",1,2,2019,"-0.2073","1.2533","0.5616","2.8023","null","null",430945,0,6,"Bot","73.67","109.13",,,642336,,"190414_220251","4.4889","-137.0785","-6.4226","-3.4488","25.9311","-15.4416","3.3710","1.5350","248","73.2","34.7","94.0970","2109","5.9070",564841,605538,642336,543333,435079,649966,665487,592669,622534,614177,"54.5925","0.280","0.263","0.00",1,0,0,3,44,"5","4-Seam Fastball",3,2,3,2,2,3,3,2,"Infield shift","Standard"
"FF","2019-04-14","91.4","2.3609","6.3217","Eduardo Escobar",500871,641778,"strikeout","swinging_strike",,,,,11,"Eduardo Escobar strikes out swinging.  ","R","R","L","ARI","SD","S",2,"null",1,2,2019,"0.4234","1.4467","-0.4646","3.6748","null","null","null",0,4,"Bot","null","null",,,642336,,"190414_211853","-7.8766","-132.7599","-3.7529","6.5215","27.7145","-14.9745","3.3010","1.5040","null","null","null","90.1120","2095","5.5460",564841,641778,642336,543333,435079,649966,665487,592669,622534,614177,"54.9539","null","null","0.00",1,0,0,"null",27,"4","4-Seam Fastball",2,1,2,1,1,2,2,1,"Standard","Standard"
"FF","2019-04-14","92.6","2.2728","6.3146","Eduardo Escobar",500871,641778,"single","hit_into_play_no_out",,,,,7,"Eduardo Escobar singles on a ground ball to center fielder Manuel Margot.  ","R","R","L","ARI","SD","X",8,"ground_ball",2,2,2019,"0.7617","1.4922","-0.3282","1.6419","null","null","null",0,2,"Bot","134.10","77.17",,,642336,,"190414_203750","-8.1279","-134.2998","-9.1634","10.6631","26.6870","-12.8565","3.3010","1.5040","54","96.5","1.9","91.5340","2299","5.6480",564841,641778,642336,543333,435079,649966,665487,592669,622534,614177,"54.8518","0.462","0.439","0.90",1,1,0,4,12,"6","4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard"
"SL","2019-04-13","85.9","-1.6723","4.9519","Eduardo Escobar",500871,622103,"single","hit_into_play_no_out",,,,,14,"Eduardo Escobar singles on a line drive to right fielder Franmil Reyes.   David Peralta to 3rd.  ","R","L","R","ARI","SD","X",9,"line_drive",1,2,2019,"0.0107","0.1127","0.5354","1.2254","null","null",444482,1,6,"Bot","167.06","126.35",,,595978,,"190414_022319","5.0787","-124.7642","-2.7155","-0.9085","24.9463","-30.7837","3.3010","1.5040","155","76.6","14.7","83.8990","2368","5.0630",564840,622103,595978,543333,435079,592518,665487,592669,622534,614177,"55.4368","0.758","0.679","0.90",1,1,0,4,50,"4","Slider",0,4,0,4,4,0,0,4,"Standard","Standard"
"FF","2019-04-13","89.3","2.3944","5.0631","Eduardo Escobar",500871,621381,"field_out","hit_into_play",,,,,9,"Eduardo Escobar lines out sharply to center fielder Manuel Margot.  ","R","R","L","ARI","SD","X",8,"line_drive",1,0,2019,"1.3235","1.0081","0.6062","1.6752",527038,"null",444482,2,3,"Bot","131.92","53.78",,,595978,,"190414_013332","-7.0470","-129.7533","-4.3466","16.1236","26.7425","-20.3441","3.4670","1.5890","344","106.1","15.2","88.4080","2252","5.7810",564840,621381,595978,543333,435079,592518,665487,592669,622534,614177,"54.7189","0.595","0.634","0.00",1,0,0,5,31,"2","4-Seam Fastball",0,4,0,4,4,0,0,4,"Standard","Standard"
"SL","2019-04-13","85.7","2.3554","5.3530","Eduardo Escobar",500871,621381,"field_out","hit_into_play",,,,,8,"Eduardo Escobar lines out sharply to left fielder Hunter Renfroe.  ","R","R","L","ARI","SD","X",7,"line_drive",2,1,2019,"-0.2292","0.6241","-0.2667","1.9827","null","null","null",0,2,"Bot","46.06","83.13",,,595978,,"190414_005739","-5.6476","-124.5781","-2.8975","-1.2685","23.2380","-25.5562","3.4670","1.5890","331","102.1","18.7","84.5060","2359","5.4070",564840,621381,595978,543333,435079,592518,665487,592669,622534,614177,"55.0928","0.538","0.672","0.00",1,0,0,5,17,"4","Slider",0,2,0,2,2,0,0,2,"Standard","Standard"
"CH","2019-04-12","85.2","-1.3009","5.6847","Eduardo Escobar",500871,476589,"field_out","hit_into_play",,,,,7,"Eduardo Escobar grounds out, second baseman Luis Urias to first baseman Eric Hosmer.  ","R","L","R","ARI","SD","X",4,"ground_ball",1,2,2019,"-1.0633","0.9987","-0.7427","1.4119","null","null","null",0,7,"Bot","127.27","199.71",,,595978,,"190413_033850","3.3937","-123.9499","-5.6719","-11.4941","24.7264","-21.1160","3.3010","1.5040","4","64.3","-21.7","84.7010","1858","5.9730",564839,476589,595978,543333,649966,592518,665487,571976,622534,614177,"54.5267","0.048","0.039","0.00",1,0,0,2,50,"4","Changeup",1,2,1,2,2,1,1,2,"Infield shift","Standard"
"CH","2019-04-12","83.9","-2.8999","6.1736","Eduardo Escobar",500871,663978,"field_out","hit_into_play",,,,,13,"Eduardo Escobar grounds out to first baseman Eric Hosmer.  ","R","L","R","ARI","SD","X",3,"ground_ball",1,1,2019,"-0.9879","0.5849","-0.1323","1.2899","null","null","null",0,4,"Bot","163.00","158.79",,,595978,,"190413_024626","8.3316","-121.7954","-6.0318","-11.4075","22.7453","-25.4208","3.3010","1.5040","7","84.8","-11.6","83.8980","1858","6.3100",564839,663978,595978,543333,649966,592518,665487,571976,622534,614177,"54.1894","0.098","0.090","0.00",1,0,0,2,29,"3","Changeup",1,1,1,1,1,1,1,1,"Standard","Standard"
"FF","2019-04-12","91.9","-2.4827","6.3225","Eduardo Escobar",500871,663978,"field_out","hit_into_play",,,,,1,"Eduardo Escobar flies out to left fielder Wil Myers.  ","R","L","R","ARI","SD","X",7,"fly_ball",0,0,2019,"-0.6433","1.4173","-0.3734","2.9911","null","null","null",0,2,"Bot","60.09","90.86",,,595978,,"190413_020601","6.7222","-133.6479","-5.6589","-9.0960","27.6229","-14.2362","3.3710","1.5350","323","92.0","28.6","91.9490","2221","6.2600",564839,663978,595978,543333,649966,592518,665487,571976,622534,614177,"54.2395","0.138","0.212","0.00",1,0,0,3,12,"1","4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard"
"SL","2019-04-11","86.1","-2.3774","5.7871","Eduardo Escobar",500871,622259,"strikeout","called_strike",,,,,9,"Eduardo Escobar called out on strikes.  ","R","L","R","ARI","SD","S",2,"null",2,2,2019,"0.0918","-0.1428","0.7109","1.8311","null","null",430945,1,9,"Bot","null","null",,,595978,,"190412_044723","7.1338","-125.3256","-2.9070","-0.3653","23.4188","-33.3419","3.0751","1.5461","null","null","null","86.2450","2306","6.1970",564838,622259,595978,543333,435079,592518,665487,571976,622534,592669,"54.3021","null","null","0.00",1,0,0,"null",78,"5","Slider",6,7,6,7,7,6,6,7,"Standard","Standard"
"SL","2019-04-11","81.1","1.3017","6.2975","Eduardo Escobar",500871,623364,"home_run","hit_into_play_score",,,,,14,"Eduardo Escobar homers (1) on a line drive to left field.   Wilmer Flores scores.    David Peralta scores.  ","R","R","L","ARI","SD","X","null","line_drive",0,1,2019,"-0.3339","-0.2726","0.0686","1.2559","null",527038,444482,2,7,"Bot","41.86","65.55",,,595978,,"190412_035812","-2.1192","-118.0569","-4.1670","-2.7358","21.0405","-34.1840","3.0911","1.5040","371","96.6","24.6","81.1230","2160","6.1420",564838,623364,595978,543333,435079,592518,665487,571976,622534,592669,"54.3578","0.438","0.630","2.00",1,0,3,5,61,"2","Slider",3,6,3,6,6,3,3,6,"Strategic","Standard"
"SL","2019-04-11","84.0","-1.0469","5.7536","Eduardo Escobar",500871,658648,"strikeout","swinging_strike",,,,,14,"Eduardo Escobar strikes out swinging.  ","R","L","R","ARI","SD","S",2,"null",0,2,2019,"-0.2941","0.4911","0.4511","1.1688","null","null","null",2,3,"Bot","null","null",,,595978,,"190412_023539","4.0105","-122.2834","-5.2454","-3.6001","20.1678","-26.6012","3.2190","1.5040","null","null","null","83.9860","1811","5.8940",564838,658648,595978,543333,649966,592518,665487,592669,571976,614177,"54.6051","null","null","0.00",1,0,0,"null",25,"3","Slider",1,0,1,0,0,1,1,0,"Strategic","Standard"
"SL","2019-04-10","81.8","2.7322","5.6666","Eduardo Escobar",500871,613317,"strikeout","swinging_strike_blocked",,,,,13,"Eduardo Escobar strikes out swinging.  ","R","R","L","ARI","TEX","S",2,"null",3,2,2019,"-0.8971","-0.0593","-1.2859","0.9277",608348,430945,502481,1,9,"Bot","null","null",,,643396,,"190411_051429","-7.2703","-118.8367","-3.9479","-6.9215","22.2828","-32.2305","2.9613","1.4152","null","null","null","80.6820","2717","5.5670",564837,613317,643396,523253,596059,452678,462101,608336,592261,452254,"54.9321","null","null","0.00",1,0,0,"null",79,"6","Slider",2,5,2,5,5,2,2,5,"Standard","Standard"
"SL","2019-04-10","82.7","-1.4234","5.6391","Eduardo Escobar",500871,518875,"single","hit_into_play_no_out",,,,,8,"Eduardo Escobar singles on a line drive to right fielder Hunter Pence.  ","R","L","R","ARI","TEX","X",9,"line_drive",0,1,2019,"0.6773","-0.0967","0.1021","1.7957","null","null","null",0,8,"Bot","182.32","106.74",,,643396,,"190411_042346","2.1658","-120.3735","-2.1084","6.1129","22.0738","-32.9407","3.1119","1.5650","256","96.2","16.8","82.3450","2609","5.9130",564837,518875,643396,621550,523253,452678,462101,608336,592261,452254,"54.5870","0.462","0.510","0.90",1,1,0,4,62,"2","Slider",1,3,1,3,3,1,1,3,"Infield shift","Standard"
"FF","2019-04-10","93.8","-3.0594","5.7436","Eduardo Escobar",500871,458681,"strikeout","swinging_strike",,,,,3,"Eduardo Escobar strikes out swinging.  ","R","L","R","ARI","TEX","S",2,"null",3,2,2019,"-0.5538","1.2787","0.5896","2.6758","null","null","null",1,5,"Bot","null","null",,,643396,,"190411_031636","10.6438","-136.2676","-5.0451","-9.0761","27.4315","-15.3470","3.0517","1.5148","null","null","null","94.0180","2585","6.3210",564837,458681,643396,621550,523253,452678,462101,608336,592261,452254,"54.1785","null","null","0.00",1,0,0,"null",38,"9","4-Seam Fastball",1,0,1,0,0,1,1,0,"Standard","Standard"
"FF","2019-04-09","95.9","-1.8974","5.5359","Eduardo Escobar",500871,600917,"double","hit_into_play_score",,,,,4,"Eduardo Escobar doubles (4) on a sharp line drive to center fielder Delino DeShields.   Christian Walker scores.  ","R","L","R","ARI","TEX","X",8,"line_drive",0,1,2019,"-0.2239","1.4096","-0.5717","2.4055","null","null",572233,0,9,"Bot","150.83","61.45",,,425772,,"190410_042145","3.9193","-139.3542","-5.6389","-3.6954","31.0138","-13.4032","3.3010","1.5040","358","102.4","21.6","94.2670","2758","5.3890",564836,600917,425772,523253,596059,621550,462101,608336,592261,608577,"55.1103","0.728","1.093","1.25",1,1,1,6,70,"2","4-Seam Fastball",2,4,2,4,4,2,2,4,"Standard","Standard"
"KC","2019-04-09","79.7","1.0049","6.0955","Eduardo Escobar",500871,501985,"field_out","hit_into_play",,,,,7,"Eduardo Escobar flies out to left fielder Shin-Soo Choo.  ","R","R","L","ARI","TEX","X",7,"fly_ball",1,1,2019,"-0.3594","-0.6171","-0.7525","1.6410","null","null","null",0,7,"Bot","66.17","102.01",,,425772,,"190410_034055","-3.1479","-115.9288","-1.9302","-2.5520","20.9122","-37.4485","3.3010","1.5040","222","81.0","52.5","78.2040","2490","5.1770",564836,501985,425772,523253,596059,621550,462101,425783,608336,608577,"55.3230","0.025","0.024","0.00",1,0,0,3,54,"3","Knuckle Curve",1,4,1,4,4,1,1,4,"Standard","Standard"
